Año(aaaa)-Trimestre(t),Orden del país, País,Estado de la información,Unidad multiplicadora,Moneda (USD),Valor
2018-1,3,Alemania,Preliminar,Millones,Dólar estadounidense,"67,31359804"
2018-1,4,Anguilla,Preliminar,Millones,Dólar estadounidense,"-47,60500933"
2018-1,5,Antillas Holandesas,Preliminar,Millones,Dólar estadounidense,"-0,024669858"
2018-1,6,Argentina,Preliminar,Millones,Dólar estadounidense,"8,836218089"
2018-1,7,Aruba,Preliminar,Millones,Dólar estadounidense,"0,135143313"
2018-1,8,Australia,Preliminar,Millones,Dólar estadounidense,"2,222182242"
2018-1,9,Austria,Preliminar,Millones,Dólar estadounidense,"0,074797447"
2018-1,10,Bahamas,Preliminar,Millones,Dólar estadounidense,"13,21317096"
2018-1,11,Barbados,Preliminar,Millones,Dólar estadounidense,"7,640833258"
2018-1,12,Bélgica,Preliminar,Millones,Dólar estadounidense,"9,485033493"
2018-1,13,Belice,Preliminar,Millones,Dólar estadounidense,"2,18455416"
2018-1,14,Bermudas,Preliminar,Millones,Dólar estadounidense,"-474,3446867"
2018-1,15,Bolivia,Preliminar,Millones,Dólar estadounidense,"0,6715557"
2018-1,16,Brasil,Preliminar,Millones,Dólar estadounidense,"8,687000181"
2018-1,17,Canadá,Preliminar,Millones,Dólar estadounidense,"82,39914395"
2018-1,18,Chile,Preliminar,Millones,Dólar estadounidense,"72,75622246"
2018-1,19,China,Preliminar,Millones,Dólar estadounidense,"5,406053478"
2018-1,20,Corea del Sur,Preliminar,Millones,Dólar estadounidense,"2,779574573"
2018-1,21,Chipre,Preliminar,Millones,Dólar estadounidense,"0,23800862"
2018-1,22,Costa Rica,Preliminar,Millones,Dólar estadounidense,"-2,465648369"
2018-1,23,Cuba,Preliminar,Millones,Dólar estadounidense,0
2018-1,24,Curazao,Preliminar,Millones,Dólar estadounidense,"-56,60166255"
2018-1,25,Dinamarca,Preliminar,Millones,Dólar estadounidense,"0,607068117"
2018-1,26,Ecuador,Preliminar,Millones,Dólar estadounidense,"6,179735747"
2018-1,27,El Salvador,Preliminar,Millones,Dólar estadounidense,"0,2664622"
2018-1,28,Escocia,Preliminar,Millones,Dólar estadounidense,"0,00000035"
2018-1,29,España,Preliminar,Millones,Dólar estadounidense,"454,8994625"
2018-1,30,Estados Unidos,Preliminar,Millones,Dólar estadounidense,"553,9758604"
2018-1,31,Finlandia,Preliminar,Millones,Dólar estadounidense,"0,51434823"
2018-1,32,Francia,Preliminar,Millones,Dólar estadounidense,"44,08768448"
2018-1,33,Gibraltar,Preliminar,Millones,Dólar estadounidense,0
2018-1,34,Grecia,Preliminar,Millones,Dólar estadounidense,0
2018-1,35,Guatemala,Preliminar,Millones,Dólar estadounidense,"0,16993919"
2018-1,36,Honduras,Preliminar,Millones,Dólar estadounidense,"6,75"
2018-1,37,Hong Kong,Preliminar,Millones,Dólar estadounidense,"2,57009577"
2018-1,38,Hungría,Preliminar,Millones,Dólar estadounidense,0
2018-1,39,Islas Caimán,Preliminar,Millones,Dólar estadounidense,"67,78451364"
2018-1,40,Islas Vírgenes Británicas,Preliminar,Millones,Dólar estadounidense,"37,36269463"
2018-1,41,India,Preliminar,Millones,Dólar estadounidense,"2,75364419"
2018-1,42,Inglaterra,Preliminar,Millones,Dólar estadounidense,"198,2535945"
2018-1,44,Irán,Preliminar,Millones,Dólar estadounidense,0
2018-1,45,Irlanda⁴,Preliminar,Millones,Dólar estadounidense,"7,012822514"
2018-1,46,Isla de Man,Preliminar,Millones,Dólar estadounidense,"0,399968"
2018-1,47,Israel,Preliminar,Millones,Dólar estadounidense,"0,751333687"
2018-1,48,Italia,Preliminar,Millones,Dólar estadounidense,"17,90275343"
2018-1,49,Japón,Preliminar,Millones,Dólar estadounidense,"8,558204496"
2018-1,50,Jordania,Preliminar,Millones,Dólar estadounidense,0
2018-1,51,Kuwait,Preliminar,Millones,Dólar estadounidense,0
2018-1,52,Líbano,Preliminar,Millones,Dólar estadounidense,0
2018-1,53,Liberia,Preliminar,Millones,Dólar estadounidense,0
2018-1,54,Liechtenstein,Preliminar,Millones,Dólar estadounidense,0
2018-1,55,Lituania,Preliminar,Millones,Dólar estadounidense,0
2018-1,56,Luxemburgo,Preliminar,Millones,Dólar estadounidense,"11,93608708"
2018-1,57,Malasia,Preliminar,Millones,Dólar estadounidense,"0,117842486"
2018-1,58,México,Preliminar,Millones,Dólar estadounidense,"129,5449939"
2018-1,59,Nicaragua,Preliminar,Millones,Dólar estadounidense,"0,07"
2018-1,60,Noruega,Preliminar,Millones,Dólar estadounidense,"3,536384578"
2018-1,61,Nueva Zelanda,Preliminar,Millones,Dólar estadounidense,"-0,09613075"
2018-1,62,Países Bajos,Preliminar,Millones,Dólar estadounidense,"139,1264161"
2018-1,63,Panamá,Preliminar,Millones,Dólar estadounidense,"331,5120646"
2018-1,64,Paraguay,Preliminar,Millones,Dólar estadounidense,"0,06487"
2018-1,65,Perú,Preliminar,Millones,Dólar estadounidense,"25,10642247"
2018-1,66,Portugal,Preliminar,Millones,Dólar estadounidense,"0,81467395"
2018-1,67,Puerto Rico,Preliminar,Millones,Dólar estadounidense,"-1,71249949"
2018-1,69,República Dominicana,Preliminar,Millones,Dólar estadounidense,"0,307788377"
2018-1,70,Singapur,Preliminar,Millones,Dólar estadounidense,"7,05932804"
2018-1,71,Sri Lanka,Preliminar,Millones,Dólar estadounidense,0
2018-1,72,Suecia,Preliminar,Millones,Dólar estadounidense,"14,8038246"
2018-1,73,Suiza,Preliminar,Millones,Dólar estadounidense,"180,5809715"
2018-1,74,Sudáfrica,Preliminar,Millones,Dólar estadounidense,"7,5"
2018-1,75,Tailandia,Preliminar,Millones,Dólar estadounidense,0
2018-1,76,Taiwán,Preliminar,Millones,Dólar estadounidense,"0,03"
2018-1,77,Ucrania,Preliminar,Millones,Dólar estadounidense,0
2018-1,78,Uruguay,Preliminar,Millones,Dólar estadounidense,"4,184884968"
2018-1,79,Venezuela,Preliminar,Millones,Dólar estadounidense,"9,194412049"
2018-1,81,Otros Países,Preliminar,Millones,Dólar estadounidense,"4,840287153"
2018-1,82,Total paises,Preliminar,Millones,Dólar estadounidense,"1982,324221"
2018-2,1,Afganistán,Preliminar,Millones,Dólar estadounidense,0
2018-2,2,Albania,Preliminar,Millones,Dólar estadounidense,0
2018-2,3,Alemania,Preliminar,Millones,Dólar estadounidense,"14,50564178"
2018-2,4,Anguilla,Preliminar,Millones,Dólar estadounidense,"268,0960205"
2018-2,5,Antillas Holandesas,Preliminar,Millones,Dólar estadounidense,"0,041407023"
2018-2,6,Argentina,Preliminar,Millones,Dólar estadounidense,"5,776145517"
2018-2,7,Aruba,Preliminar,Millones,Dólar estadounidense,"1,172746148"
2018-2,8,Australia,Preliminar,Millones,Dólar estadounidense,"7,359199159"
2018-2,9,Austria,Preliminar,Millones,Dólar estadounidense,"7,613444076"
2018-2,10,Bahamas,Preliminar,Millones,Dólar estadounidense,"1,564224225"
2018-2,11,Barbados,Preliminar,Millones,Dólar estadounidense,"137,8089324"
2018-2,12,Bélgica,Preliminar,Millones,Dólar estadounidense,"2,624667149"
2018-2,13,Belice,Preliminar,Millones,Dólar estadounidense,"1,04937482"
2018-2,14,Bermudas,Preliminar,Millones,Dólar estadounidense,"59,3028305"
2018-2,15,Bolivia,Preliminar,Millones,Dólar estadounidense,"0,52842237"
2018-2,16,Brasil,Preliminar,Millones,Dólar estadounidense,"18,66092286"
2018-2,17,Canadá,Preliminar,Millones,Dólar estadounidense,"209,431775"
2018-2,18,Chile,Preliminar,Millones,Dólar estadounidense,"60,11274648"
2018-2,19,China,Preliminar,Millones,Dólar estadounidense,"5,959456369"
2018-2,20,Corea del Sur,Preliminar,Millones,Dólar estadounidense,"5,317470377"
2018-2,21,Chipre,Preliminar,Millones,Dólar estadounidense,"2,10545"
2018-2,22,Costa Rica,Preliminar,Millones,Dólar estadounidense,"10,65198575"
2018-2,23,Cuba,Preliminar,Millones,Dólar estadounidense,0
2018-2,24,Curazao,Preliminar,Millones,Dólar estadounidense,"0,502608822"
2018-2,25,Dinamarca,Preliminar,Millones,Dólar estadounidense,"17,76961344"
2018-2,26,Ecuador,Preliminar,Millones,Dólar estadounidense,"34,93552339"
2018-2,27,El Salvador,Preliminar,Millones,Dólar estadounidense,"6,66166901"
2018-2,28,Escocia,Preliminar,Millones,Dólar estadounidense,0
2018-2,29,España,Preliminar,Millones,Dólar estadounidense,"99,21978931"
2018-2,30,Estados Unidos,Preliminar,Millones,Dólar estadounidense,"756,5085415"
2018-2,31,Finlandia,Preliminar,Millones,Dólar estadounidense,"0,03190969"
2018-2,32,Francia,Preliminar,Millones,Dólar estadounidense,"55,15136385"
2018-2,33,Gibraltar,Preliminar,Millones,Dólar estadounidense,"0,014985"
2018-2,34,Grecia,Preliminar,Millones,Dólar estadounidense,0
2018-2,35,Guatemala,Preliminar,Millones,Dólar estadounidense,"0,4373962"
2018-2,36,Honduras,Preliminar,Millones,Dólar estadounidense,0
2018-2,37,Hong Kong,Preliminar,Millones,Dólar estadounidense,"1,00025203"
2018-2,38,Hungría,Preliminar,Millones,Dólar estadounidense,"0,899985"
2018-2,39,Islas Caimán,Preliminar,Millones,Dólar estadounidense,"107,3505208"
2018-2,40,Islas Vírgenes Británicas,Preliminar,Millones,Dólar estadounidense,"44,16331092"
2018-2,41,India,Preliminar,Millones,Dólar estadounidense,"0,540409844"
2018-2,42,Inglaterra,Preliminar,Millones,Dólar estadounidense,"149,7560346"
2018-2,44,Irán,Preliminar,Millones,Dólar estadounidense,0
2018-2,45,Irlanda⁴,Preliminar,Millones,Dólar estadounidense,"-6,377409598"
2018-2,46,Isla de Man,Preliminar,Millones,Dólar estadounidense,0
2018-2,47,Israel,Preliminar,Millones,Dólar estadounidense,"1,130843362"
2018-2,48,Italia,Preliminar,Millones,Dólar estadounidense,"34,56097914"
2018-2,49,Japón,Preliminar,Millones,Dólar estadounidense,"20,97361685"
2018-2,50,Jordania,Preliminar,Millones,Dólar estadounidense,0
2018-2,51,Kuwait,Preliminar,Millones,Dólar estadounidense,0
2018-2,52,Líbano,Preliminar,Millones,Dólar estadounidense,"-0,049966"
2018-2,53,Liberia,Preliminar,Millones,Dólar estadounidense,0
2018-2,54,Liechtenstein,Preliminar,Millones,Dólar estadounidense,0
2018-2,55,Lituania,Preliminar,Millones,Dólar estadounidense,0
2018-2,56,Luxemburgo,Preliminar,Millones,Dólar estadounidense,"496,8597814"
2018-2,57,Malasia,Preliminar,Millones,Dólar estadounidense,"0,056075356"
2018-2,58,México,Preliminar,Millones,Dólar estadounidense,"158,7356323"
2018-2,59,Nicaragua,Preliminar,Millones,Dólar estadounidense,"0,145"
2018-2,60,Noruega,Preliminar,Millones,Dólar estadounidense,"2,980917772"
2018-2,61,Nueva Zelanda,Preliminar,Millones,Dólar estadounidense,"-1,46033859"
2018-2,62,Países Bajos,Preliminar,Millones,Dólar estadounidense,"71,11021235"
2018-2,63,Panamá,Preliminar,Millones,Dólar estadounidense,"364,7764047"
2018-2,64,Paraguay,Preliminar,Millones,Dólar estadounidense,"0,02887"
2018-2,65,Perú,Preliminar,Millones,Dólar estadounidense,"53,6501391"
2018-2,66,Portugal,Preliminar,Millones,Dólar estadounidense,"1,12446104"
2018-2,67,Puerto Rico,Preliminar,Millones,Dólar estadounidense,"1,35074378"
2018-2,69,República Dominicana,Preliminar,Millones,Dólar estadounidense,"0,404375064"
2018-2,70,Singapur,Preliminar,Millones,Dólar estadounidense,"5,608820959"
2018-2,71,Sri Lanka,Preliminar,Millones,Dólar estadounidense,0
2018-2,72,Suecia,Preliminar,Millones,Dólar estadounidense,"13,27454322"
2018-2,73,Suiza,Preliminar,Millones,Dólar estadounidense,"469,8901712"
2018-2,74,Sudáfrica,Preliminar,Millones,Dólar estadounidense,"11,00001451"
2018-2,75,Tailandia,Preliminar,Millones,Dólar estadounidense,0
2018-2,76,Taiwán,Preliminar,Millones,Dólar estadounidense,0
2018-2,77,Ucrania,Preliminar,Millones,Dólar estadounidense,"0,203352"
2018-2,78,Uruguay,Preliminar,Millones,Dólar estadounidense,"-36,38208011"
2018-2,79,Venezuela,Preliminar,Millones,Dólar estadounidense,"8,492572128"
2018-2,81,Otros Países,Preliminar,Millones,Dólar estadounidense,"6,22969839"
2018-2,82,Total paises,Preliminar,Millones,Dólar estadounidense,"3772,944206"
2018-3,1,Afganistán,Preliminar,Millones,Dólar estadounidense,0
2018-3,2,Albania,Preliminar,Millones,Dólar estadounidense,0
2018-3,3,Alemania,Preliminar,Millones,Dólar estadounidense,"26,86885583"
2018-3,4,Anguilla,Preliminar,Millones,Dólar estadounidense,"41,46331388"
2018-3,5,Antillas Holandesas,Preliminar,Millones,Dólar estadounidense,"-0,051539903"
2018-3,6,Argentina,Preliminar,Millones,Dólar estadounidense,"0,187620019"
2018-3,7,Aruba,Preliminar,Millones,Dólar estadounidense,"0,51876284"
2018-3,8,Australia,Preliminar,Millones,Dólar estadounidense,"-5,128889423"
2018-3,9,Austria,Preliminar,Millones,Dólar estadounidense,"12,14959356"
2018-3,10,Bahamas,Preliminar,Millones,Dólar estadounidense,"-7,60598299"
2018-3,11,Barbados,Preliminar,Millones,Dólar estadounidense,"33,41097452"
2018-3,12,Bélgica,Preliminar,Millones,Dólar estadounidense,"7,149153898"
2018-3,13,Belice,Preliminar,Millones,Dólar estadounidense,"4,00431466"
2018-3,14,Bermudas,Preliminar,Millones,Dólar estadounidense,"-119,4443139"
2018-3,15,Bolivia,Preliminar,Millones,Dólar estadounidense,"0,1038"
2018-3,16,Brasil,Preliminar,Millones,Dólar estadounidense,"26,70735397"
2018-3,17,Canadá,Preliminar,Millones,Dólar estadounidense,"198,5211785"
2018-3,18,Chile,Preliminar,Millones,Dólar estadounidense,"60,82569685"
2018-3,19,China,Preliminar,Millones,Dólar estadounidense,"5,098085096"
2018-3,20,Corea del Sur,Preliminar,Millones,Dólar estadounidense,"0,191919846"
2018-3,21,Chipre,Preliminar,Millones,Dólar estadounidense,"-1,194678346"
2018-3,22,Costa Rica,Preliminar,Millones,Dólar estadounidense,"7,610420598"
2018-3,23,Cuba,Preliminar,Millones,Dólar estadounidense,0
2018-3,24,Curazao,Preliminar,Millones,Dólar estadounidense,"-0,044016785"
2018-3,25,Dinamarca,Preliminar,Millones,Dólar estadounidense,"2,193934137"
2018-3,26,Ecuador,Preliminar,Millones,Dólar estadounidense,"24,01582857"
2018-3,27,El Salvador,Preliminar,Millones,Dólar estadounidense,"0,67670988"
2018-3,28,Escocia,Preliminar,Millones,Dólar estadounidense,"8,1472472"
2018-3,29,España,Preliminar,Millones,Dólar estadounidense,"421,6846544"
2018-3,30,Estados Unidos,Preliminar,Millones,Dólar estadounidense,"466,2792423"
2018-3,31,Finlandia,Preliminar,Millones,Dólar estadounidense,"7,23416988"
2018-3,32,Francia,Preliminar,Millones,Dólar estadounidense,"96,04547532"
2018-3,33,Gibraltar,Preliminar,Millones,Dólar estadounidense,"0,014985"
2018-3,34,Grecia,Preliminar,Millones,Dólar estadounidense,"0,04361672"
2018-3,35,Guatemala,Preliminar,Millones,Dólar estadounidense,"-0,1034875"
2018-3,36,Honduras,Preliminar,Millones,Dólar estadounidense,"0,11116045"
2018-3,37,Hong Kong,Preliminar,Millones,Dólar estadounidense,"3,21253031"
2018-3,38,Hungría,Preliminar,Millones,Dólar estadounidense,0
2018-3,39,Islas Caimán,Preliminar,Millones,Dólar estadounidense,"57,3978592"
2018-3,40,Islas Vírgenes Británicas,Preliminar,Millones,Dólar estadounidense,"4,01047293"
2018-3,41,India,Preliminar,Millones,Dólar estadounidense,"1,525601098"
2018-3,42,Inglaterra,Preliminar,Millones,Dólar estadounidense,"42,62984673"
2018-3,44,Irán,Preliminar,Millones,Dólar estadounidense,0
2018-3,45,Irlanda⁴,Preliminar,Millones,Dólar estadounidense,"45,57759492"
2018-3,46,Isla de Man,Preliminar,Millones,Dólar estadounidense,"0,000032"
2018-3,47,Israel,Preliminar,Millones,Dólar estadounidense,"1,071994342"
2018-3,48,Italia,Preliminar,Millones,Dólar estadounidense,"8,661523299"
2018-3,49,Japón,Preliminar,Millones,Dólar estadounidense,"18,81255708"
2018-3,50,Jordania,Preliminar,Millones,Dólar estadounidense,0
2018-3,51,Kuwait,Preliminar,Millones,Dólar estadounidense,0
2018-3,52,Líbano,Preliminar,Millones,Dólar estadounidense,0
2018-3,53,Liberia,Preliminar,Millones,Dólar estadounidense,0
2018-3,54,Liechtenstein,Preliminar,Millones,Dólar estadounidense,0
2018-3,55,Lituania,Preliminar,Millones,Dólar estadounidense,0
2018-3,56,Luxemburgo,Preliminar,Millones,Dólar estadounidense,"280,3887078"
2018-3,57,Malasia,Preliminar,Millones,Dólar estadounidense,"0,173104053"
2018-3,58,México,Preliminar,Millones,Dólar estadounidense,"270,4097819"
2018-3,59,Nicaragua,Preliminar,Millones,Dólar estadounidense,"-0,066"
2018-3,60,Noruega,Preliminar,Millones,Dólar estadounidense,"27,42917989"
2018-3,61,Nueva Zelanda,Preliminar,Millones,Dólar estadounidense,"-0,8537377"
2018-3,62,Países Bajos,Preliminar,Millones,Dólar estadounidense,"79,84556211"
2018-3,63,Panamá,Preliminar,Millones,Dólar estadounidense,"175,7499714"
2018-3,64,Paraguay,Preliminar,Millones,Dólar estadounidense,"0,0103"
2018-3,65,Perú,Preliminar,Millones,Dólar estadounidense,"20,59941825"
2018-3,66,Portugal,Preliminar,Millones,Dólar estadounidense,"1,006805426"
2018-3,67,Puerto Rico,Preliminar,Millones,Dólar estadounidense,"1,10113669"
2018-3,69,República Dominicana,Preliminar,Millones,Dólar estadounidense,"0,90741862"
2018-3,70,Singapur,Preliminar,Millones,Dólar estadounidense,"2,585348872"
2018-3,71,Sri Lanka,Preliminar,Millones,Dólar estadounidense,0
2018-3,72,Suecia,Preliminar,Millones,Dólar estadounidense,"17,65405386"
2018-3,73,Suiza,Preliminar,Millones,Dólar estadounidense,"277,4930287"
2018-3,74,Sudáfrica,Preliminar,Millones,Dólar estadounidense,15
2018-3,75,Tailandia,Preliminar,Millones,Dólar estadounidense,0
2018-3,76,Taiwán,Preliminar,Millones,Dólar estadounidense,0
2018-3,77,Ucrania,Preliminar,Millones,Dólar estadounidense,0
2018-3,78,Uruguay,Preliminar,Millones,Dólar estadounidense,"12,50982308"
2018-3,79,Venezuela,Preliminar,Millones,Dólar estadounidense,"8,127910461"
2018-3,81,Otros Países,Preliminar,Millones,Dólar estadounidense,"13,74584015"
2018-3,82,Total paises,Preliminar,Millones,Dólar estadounidense,"2704,402825"
2018-4,1,Afganistán,Preliminar,Millones,Dólar estadounidense,0
2018-4,2,Albania,Preliminar,Millones,Dólar estadounidense,0
2018-4,3,Alemania,Preliminar,Millones,Dólar estadounidense,"27,25797811"
2018-4,4,Anguilla,Preliminar,Millones,Dólar estadounidense,"33,2601323"
2018-4,5,Antillas Holandesas,Preliminar,Millones,Dólar estadounidense,"-0,018484795"
2018-4,6,Argentina,Preliminar,Millones,Dólar estadounidense,"1,652894265"
2018-4,7,Aruba,Preliminar,Millones,Dólar estadounidense,"-0,269247912"
2018-4,8,Australia,Preliminar,Millones,Dólar estadounidense,"10,92512108"
2018-4,9,Austria,Preliminar,Millones,Dólar estadounidense,"1,306284952"
2018-4,10,Bahamas,Preliminar,Millones,Dólar estadounidense,"13,805062"
2018-4,11,Barbados,Preliminar,Millones,Dólar estadounidense,"119,5894771"
2018-4,12,Bélgica,Preliminar,Millones,Dólar estadounidense,"0,819724182"
2018-4,13,Belice,Preliminar,Millones,Dólar estadounidense,"-2,07167478"
2018-4,14,Bermudas,Preliminar,Millones,Dólar estadounidense,"-186,9939662"
2018-4,15,Bolivia,Preliminar,Millones,Dólar estadounidense,"0,82479153"
2018-4,16,Brasil,Preliminar,Millones,Dólar estadounidense,"9,635731986"
2018-4,17,Canadá,Preliminar,Millones,Dólar estadounidense,"153,4021738"
2018-4,18,Chile,Preliminar,Millones,Dólar estadounidense,"47,42840465"
2018-4,19,China,Preliminar,Millones,Dólar estadounidense,"15,02444263"
2018-4,20,Corea del Sur,Preliminar,Millones,Dólar estadounidense,"2,80139849"
2018-4,21,Chipre,Preliminar,Millones,Dólar estadounidense,"-0,9638197"
2018-4,22,Costa Rica,Preliminar,Millones,Dólar estadounidense,"21,58753638"
2018-4,23,Cuba,Preliminar,Millones,Dólar estadounidense,0
2018-4,24,Curazao,Preliminar,Millones,Dólar estadounidense,"8,486258299"
2018-4,25,Dinamarca,Preliminar,Millones,Dólar estadounidense,"-5,640841034"
2018-4,26,Ecuador,Preliminar,Millones,Dólar estadounidense,"4,896573775"
2018-4,27,El Salvador,Preliminar,Millones,Dólar estadounidense,"-3,77254573"
2018-4,28,Escocia,Preliminar,Millones,Dólar estadounidense,"3,121279503"
2018-4,29,España,Preliminar,Millones,Dólar estadounidense,"701,3660505"
2018-4,30,Estados Unidos,Preliminar,Millones,Dólar estadounidense,"633,5409513"
2018-4,31,Finlandia,Preliminar,Millones,Dólar estadounidense,"0,142591"
2018-4,32,Francia,Preliminar,Millones,Dólar estadounidense,"51,02489669"
2018-4,33,Gibraltar,Preliminar,Millones,Dólar estadounidense,"0,014985"
2018-4,34,Grecia,Preliminar,Millones,Dólar estadounidense,0
2018-4,35,Guatemala,Preliminar,Millones,Dólar estadounidense,"0,34465507"
2018-4,36,Honduras,Preliminar,Millones,Dólar estadounidense,"0,064908"
2018-4,37,Hong Kong,Preliminar,Millones,Dólar estadounidense,"10,22248852"
2018-4,38,Hungría,Preliminar,Millones,Dólar estadounidense,"93,46022323"
2018-4,39,Islas Caimán,Preliminar,Millones,Dólar estadounidense,"-453,4655357"
2018-4,40,Islas Vírgenes Británicas,Preliminar,Millones,Dólar estadounidense,"63,60726406"
2018-4,41,India,Preliminar,Millones,Dólar estadounidense,"7,706267995"
2018-4,42,Inglaterra,Preliminar,Millones,Dólar estadounidense,"845,6219901"
2018-4,44,Irán,Preliminar,Millones,Dólar estadounidense,0
2018-4,45,Irlanda⁴,Preliminar,Millones,Dólar estadounidense,"4,556704434"
2018-4,46,Isla de Man,Preliminar,Millones,Dólar estadounidense,0
2018-4,47,Israel,Preliminar,Millones,Dólar estadounidense,"-0,603958011"
2018-4,48,Italia,Preliminar,Millones,Dólar estadounidense,"54,33421848"
2018-4,49,Japón,Preliminar,Millones,Dólar estadounidense,"25,00690025"
2018-4,50,Jordania,Preliminar,Millones,Dólar estadounidense,0
2018-4,51,Kuwait,Preliminar,Millones,Dólar estadounidense,0
2018-4,52,Líbano,Preliminar,Millones,Dólar estadounidense,"0,239775"
2018-4,53,Liberia,Preliminar,Millones,Dólar estadounidense,0
2018-4,54,Liechtenstein,Preliminar,Millones,Dólar estadounidense,0
2018-4,55,Lituania,Preliminar,Millones,Dólar estadounidense,0
2018-4,56,Luxemburgo,Preliminar,Millones,Dólar estadounidense,"-376,7837734"
2018-4,57,Malasia,Preliminar,Millones,Dólar estadounidense,"0,148901168"
2018-4,58,México,Preliminar,Millones,Dólar estadounidense,"171,9927188"
2018-4,59,Nicaragua,Preliminar,Millones,Dólar estadounidense,"-0,05070146"
2018-4,60,Noruega,Preliminar,Millones,Dólar estadounidense,"1,410327239"
2018-4,61,Nueva Zelanda,Preliminar,Millones,Dólar estadounidense,"-0,59932999"
2018-4,62,Países Bajos,Preliminar,Millones,Dólar estadounidense,"-117,1594616"
2018-4,63,Panamá,Preliminar,Millones,Dólar estadounidense,"343,1836583"
2018-4,64,Paraguay,Preliminar,Millones,Dólar estadounidense,"0,05992"
2018-4,65,Perú,Preliminar,Millones,Dólar estadounidense,"251,5138735"
2018-4,66,Portugal,Preliminar,Millones,Dólar estadounidense,"0,734472749"
2018-4,67,Puerto Rico,Preliminar,Millones,Dólar estadounidense,"1,27721304"
2018-4,69,República Dominicana,Preliminar,Millones,Dólar estadounidense,"1,029732771"
2018-4,70,Singapur,Preliminar,Millones,Dólar estadounidense,"-7,296605627"
2018-4,71,Sri Lanka,Preliminar,Millones,Dólar estadounidense,0
2018-4,72,Suecia,Preliminar,Millones,Dólar estadounidense,"23,19618052"
2018-4,73,Suiza,Preliminar,Millones,Dólar estadounidense,"-51,2024815"
2018-4,74,Sudáfrica,Preliminar,Millones,Dólar estadounidense,"10,983676"
2018-4,75,Tailandia,Preliminar,Millones,Dólar estadounidense,0
2018-4,76,Taiwán,Preliminar,Millones,Dólar estadounidense,"2,384824"
2018-4,77,Ucrania,Preliminar,Millones,Dólar estadounidense,"0,03866237"
2018-4,78,Uruguay,Preliminar,Millones,Dólar estadounidense,"248,1260075"
2018-4,79,Venezuela,Preliminar,Millones,Dólar estadounidense,"3,463109867"
2018-4,81,Otros Países,Preliminar,Millones,Dólar estadounidense,"19,29053725"
2018-4,82,Total paises,Preliminar,Millones,Dólar estadounidense,"2839,021522"
2019-1,1,Afganistán,Preliminar,Millones,Dólar estadounidense,0
2019-1,2,Albania,Preliminar,Millones,Dólar estadounidense,0
2019-1,3,Alemania,Preliminar,Millones,Dólar estadounidense,"31,87808911"
2019-1,4,Anguilla,Preliminar,Millones,Dólar estadounidense,"221,0647807"
2019-1,5,Antillas Holandesas,Preliminar,Millones,Dólar estadounidense,"0,061225264"
2019-1,6,Argentina,Preliminar,Millones,Dólar estadounidense,"0,069117911"
2019-1,7,Aruba,Preliminar,Millones,Dólar estadounidense,"0,301724502"
2019-1,8,Australia,Preliminar,Millones,Dólar estadounidense,"2,442777286"
2019-1,9,Austria,Preliminar,Millones,Dólar estadounidense,"0,738325483"
2019-1,10,Bahamas,Preliminar,Millones,Dólar estadounidense,"2,792863317"
2019-1,11,Barbados,Preliminar,Millones,Dólar estadounidense,"102,6034007"
2019-1,12,Bélgica,Preliminar,Millones,Dólar estadounidense,"7,11632715"
2019-1,13,Belice,Preliminar,Millones,Dólar estadounidense,"0,829449602"
2019-1,14,Bermudas,Preliminar,Millones,Dólar estadounidense,"168,5611766"
2019-1,15,Bolivia,Preliminar,Millones,Dólar estadounidense,"0,009669414"
2019-1,16,Brasil,Preliminar,Millones,Dólar estadounidense,"12,75755431"
2019-1,17,Canadá,Preliminar,Millones,Dólar estadounidense,"128,2277615"
2019-1,18,Chile,Preliminar,Millones,Dólar estadounidense,"36,40908649"
2019-1,19,China,Preliminar,Millones,Dólar estadounidense,"-24,78865028"
2019-1,20,Corea del Sur,Preliminar,Millones,Dólar estadounidense,"-0,657083884"
2019-1,21,Chipre,Preliminar,Millones,Dólar estadounidense,"2,696577963"
2019-1,22,Costa Rica,Preliminar,Millones,Dólar estadounidense,"4,891038303"
2019-1,23,Cuba,Preliminar,Millones,Dólar estadounidense,0
2019-1,24,Curazao,Preliminar,Millones,Dólar estadounidense,"-0,103128974"
2019-1,25,Dinamarca,Preliminar,Millones,Dólar estadounidense,"17,30358249"
2019-1,26,Ecuador,Preliminar,Millones,Dólar estadounidense,"10,19919723"
2019-1,27,El Salvador,Preliminar,Millones,Dólar estadounidense,"1,916526196"
2019-1,28,Escocia,Preliminar,Millones,Dólar estadounidense,"8,23803455"
2019-1,29,España,Preliminar,Millones,Dólar estadounidense,"495,9483583"
2019-1,30,Estados Unidos,Preliminar,Millones,Dólar estadounidense,"525,3076968"
2019-1,31,Finlandia,Preliminar,Millones,Dólar estadounidense,"-0,454600729"
2019-1,32,Francia,Preliminar,Millones,Dólar estadounidense,"43,84139375"
2019-1,33,Gibraltar,Preliminar,Millones,Dólar estadounidense,"0,028979234"
2019-1,34,Grecia,Preliminar,Millones,Dólar estadounidense,"0,04327495"
2019-1,35,Guatemala,Preliminar,Millones,Dólar estadounidense,"-0,028900486"
2019-1,36,Honduras,Preliminar,Millones,Dólar estadounidense,"0,05519785"
2019-1,37,Hong Kong,Preliminar,Millones,Dólar estadounidense,"1,124563385"
